Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
4553-DVPZG,female,30,Yes,0,Daly City,94015,37.680844,-122.48131,10,1860,Offer B,Yes,15.06,Yes,Yes,Fiber Optic,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1.7141291363207725,-0.24831296685183654,0,933.72,7098.42,Stayed,Competitor,Competitor had better devices
4554-YGZIH,male,75,Yes,0,Summerland,93067,34.420998,-119.60137,3,1470,Offer B,Yes,22.92,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,90.05,1.000357080076295,-0.24831296685183654,0,1123.08,5670.33,Churned,Competitor,Competitor made better offer
4558-CGYCZ,male,20,No,0,San Fernando,91340,34.286131,-118.435969,0,120,Offer B,Yes,41.94,No,No,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,-3.0,-0.9717667140154905,-0.24831296685183654,0,167.76,246.06,Stayed,Competitor,Competitor made better offer
4558-FANTW,female,30,Yes,0,Fair Oaks,95628,38.652065,-121.25441,1,510,Offer D,Yes,41.95,No,Yes,Fiber Optic,51.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.85,-0.3115237006610282,-0.24831296685183654,0,713.15,2287.6,Churned,Price,Lack of affordable download/upload speed
4559-UWIHT,male,37,Yes,0,Atascadero,93422,35.453912,-120.69461,8,420,Offer D,Yes,45.57,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.65,-0.4833859080271983,-0.24831296685183654,0,637.98,1822.98,Stayed,Price,Lack of affordable download/upload speed
4560-WQAQW,female,62,No,0,Mount Laguna,91948,32.830852,-116.444601,0,1770,Offer B,Yes,28.32,Yes,Yes,DSL,9.0,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.7,0.7901684310366061,-0.24831296685183654,150,1670.88,5891.83,Stayed,Price,Lack of affordable download/upload speed
4565-EVZMJ,female,55,No,0,San Diego,92128,33.000269,-117.072093,0,1410,Offer B,Yes,26.35,No,Yes,Cable,5.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.9,0.23506387166850917,-0.24831296685183654,0,1238.45,4051.5,Stayed,Price,Lack of affordable download/upload speed
4565-NLZBV,female,33,Yes,0,Kneeland,95549,40.664483,-123.865325,5,2130,Offer B,Yes,43.37,Yes,No,Cable,5.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,24.65,-0.25164001459198393,-0.24831296685183654,0,3079.27,4789.42,Stayed,Price,Lack of affordable download/upload speed
4566-GOLUK,male,43,Yes,0,Rosemead,91770,34.065108,-118.082791,1,1410,Offer B,Yes,37.74,Yes,Yes,Fiber Optic,7.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.35,1.252645240177051,-0.24831296685183654,0,1773.78,6892.73,Churned,Attitude,Attitude of support person
4566-NECEV,male,40,No,0,Palos Verdes Peninsula,90274,33.788208,-118.404955,0,150,Offer B,Yes,39.13,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.55,-0.7856286242297659,-0.24831296685183654,0,195.65,695.75,Stayed,Attitude,Attitude of support person
4566-QVRRW,female,41,Yes,0,Witter Springs,95493,39.222323,-122.985488,1,330,Offer D,Yes,24.83,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,-0.7928658567392155,-0.24831296685183654,0,273.13,756.83,Churned,Competitor,Competitor had better devices
4567-AKPIA,female,28,Yes,2,Canyon Dam,95923,40.171312,-121.120605,3,1230,Offer D,Yes,20.41,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.1,0.9593166762117326,-0.24831296685183654,0,836.81,5291.06,Stayed,Competitor,Competitor had better devices
4568-KNYWR,male,56,No,0,Fullerton,92831,33.879983,-117.895482,0,1560,Offer D,Yes,46.24,No,Yes,Cable,10.0,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,63.25,0.46868526743086736,-0.24831296685183654,130,2404.48,5876.93,Stayed,Competitor,Competitor had better devices
4568-TTZRT,male,36,No,0,Auburn,95602,38.99003,-121.114408,0,270,Offer E,Yes,13.72,No,No,Cable,10.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,20.4,-0.9260927161662195,-0.24831296685183654,0,123.48,305.28,Stayed,Competitor,Competitor had better devices
4570-QHXHL,female,48,No,0,Santa Ana,92704,33.719869,-117.907063,0,270,Offer E,Yes,40.73,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.75,-0.8272868406256226,0.4983284119581306,0,366.57,766.37,Stayed,Competitor,Competitor had better devices
4572-DVCGN,female,40,No,0,San Diego,92122,32.85723,-117.209774,0,300,Offer E,Yes,27.1,No,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,-0.6329847995335064,-0.24831296685183654,0,271.0,1117.0,Churned,Competitor,Competitor made better offer
4573-JKNAE,male,44,No,3,Los Angeles,90032,34.078821,-118.177576,0,360,Offer D,Yes,17.23,No,No,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,19.35,-0.9126332288773039,-0.24831296685183654,0,206.76,419.06,Stayed,Competitor,Competitor made better offer
4576-CSAJH,male,22,No,0,San Diego,92121,32.898613,-117.202937,0,660,Offer D,Yes,33.53,No,Yes,DSL,59.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.15,-0.479833485972255,-0.24831296685183654,0,737.66,1930.71,Churned,Competitor,Competitor made better offer
4578-PHJYZ,male,45,Yes,2,Orland,95963,39.748037,-122.302169,9,1560,Offer D,Yes,5.51,No,Yes,Cable,19.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.75,0.5306430384264004,1.8853096851373234,0,286.52,3752.51,Stayed,Competitor,Competitor made better offer
4580-TMHJU,female,57,Yes,0,Avenal,93204,35.916943,-120.129921,3,1290,Offer D,Yes,37.25,No,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,0.09660767045876242,-0.24831296685183654,0,1601.75,4101.05,Churned,Other,Don't know
4581-LNWUM,female,47,No,0,San Pablo,94806,37.980269,-122.342635,0,390,Offer D,No,37.25,No,Yes,DSL,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,-0.7197433307138608,-0.24831296685183654,0,0.0,649.4,Stayed,Other,Don't know
4581-SSPWD,female,63,No,0,Mountain View,94040,37.380662,-122.086022,0,90,Offer E,Yes,5.2,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,-0.8976292102601522,-0.24831296685183654,10,15.6,271.9,Churned,Competitor,Competitor had better devices
4583-PARNH,male,66,Yes,0,Kerman,93630,36.727418,-120.123526,1,480,Offer E,Yes,15.44,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,-0.3267042371442642,-0.24831296685183654,0,247.04,1787.09,Stayed,Competitor,Competitor had better devices
4584-LBNMK,male,79,Yes,0,Portola,96122,39.786755,-120.445626,5,1350,Offer E,Yes,44.91,Yes,No,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,24.7,-0.4880856962116885,-0.24831296685183654,0,2020.95,3195.3,Stayed,Competitor,Competitor had better devices
4585-HETAI,female,25,Yes,0,Huntington Park,90255,33.97803,-118.217141,5,120,Offer E,Yes,48.48,No,Yes,Fiber Optic,58.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,-0.8627007375087531,-0.24831296685183654,0,193.92,519.37,Churned,Dissatisfaction,Service dissatisfaction
4587-NUKOX,female,60,No,0,Walnut,91789,34.018354,-117.85492,0,90,Offer E,Yes,32.43,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,-0.8975409513271101,-0.24831296685183654,0,97.29,343.79,Churned,Attitude,Attitude of support person
4587-VVTOX,female,23,Yes,0,Frazier Park,93222,34.907911,-119.234281,1,180,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,58.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,-0.7657262348287791,-0.24831296685183654,0,164.64,709.84,Churned,Competitor,Competitor offered more data
4588-YBNIB,female,24,No,0,Fremont,94539,37.516791,-121.899117,0,30,Offer E,Yes,5.36,No,No,Fiber Optic,58.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,19.6,-0.9976707108633381,-0.24831296685183654,0,5.36,24.96,Churned,Price,Price too high
4589-IUAJB,male,36,Yes,0,Garden Grove,92843,33.764018,-117.931507,1,2100,Offer A,Yes,28.54,Yes,No,Fiber Optic,58.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,24.25,-0.24546188927903903,-0.24831296685183654,0,1997.8,3721.95,Stayed,Price,Price too high
4592-IWTJI,female,46,Yes,2,Homewood,96141,39.117018,-120.212535,1,90,Offer E,No,28.54,Yes,Yes,Cable,15.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-4.0,-0.965853365501672,-0.24831296685183654,0,0.0,91.7,Churned,Attitude,Attitude of support person
4597-ELFTS,male,57,No,0,Glendale,91206,34.162515,-118.203869,0,1680,Offer E,Yes,2.58,Yes,No,Cable,15.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,24.9,-0.4176330029108564,-0.24831296685183654,0,144.48,1478.48,Churned,Attitude,Attitude of support person
4597-NUCQV,male,65,No,0,Oakland,94601,37.776523,-122.219268,0,720,Offer E,Yes,28.98,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,0.07050509101157029,-0.24831296685183654,0,695.52,3135.67,Churned,Attitude,Attitude of support person
4598-XLKNJ,female,78,Yes,1,Inglewood,90303,33.936291,-118.332639,1,750,Offer C,Yes,19.76,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,0.10331534936995963,1.4512452903376307,0,494.0,2995.07,Churned,Dissatisfaction,Limited range of services
4598-ZADCK,female,34,No,0,Hopland,95449,38.93706,-123.118111,0,1590,Offer C,No,19.76,No,Yes,DSL,25.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,53.6,0.26425551377217354,-0.24831296685183654,0,0.0,2879.2,Stayed,Dissatisfaction,Limited range of services
4603-JANFB,male,51,No,0,Glencoe,95232,38.358464,-120.579304,0,30,Offer E,Yes,12.13,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,-0.9754956539365182,-0.24831296685183654,0,12.13,81.98,Churned,Competitor,Competitor had better devices
4607-CHPCA,male,63,Yes,0,San Martin,95046,37.084697,-121.606417,1,750,Offer E,Yes,35.27,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,-0.04491552867419637,-0.24831296685183654,140,881.75,3200.35,Churned,Competitor,Competitor made better offer
4608-LCIMN,male,45,Yes,3,Pismo Beach,93449,35.165668,-120.655842,1,240,Offer E,Yes,30.77,No,Yes,DSL,75.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.65,-0.8434161606390609,-0.24831296685183654,0,246.16,615.31,Stayed,Competitor,Competitor made better offer
4609-KNNWG,female,36,Yes,3,Dunnigan,95937,38.931425,-121.946081,1,810,Offer E,Yes,2.4,No,No,DSL,75.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,19.9,-0.7635638909692484,-0.24831296685183654,0,64.8,614.9,Stayed,Competitor,Competitor made better offer
4611-ANLQC,female,31,Yes,0,Castro Valley,94552,37.722727,-122.02157,7,1800,Offer B,No,2.4,No,Yes,Cable,4.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50.05,0.2785093314584679,-0.24831296685183654,0,0.0,2911.5,Stayed,Competitor,Competitor made better offer
4612-SSVHJ,female,74,No,0,Yermo,92398,35.013299,-116.834092,0,600,Offer D,Yes,23.18,No,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,81.45,-0.2686519239358429,-0.24831296685183654,0,463.6,2135.2,Stayed,Competitor,Competitor made better offer
4612-THJBS,female,68,No,0,Terra Bella,93270,35.939068,-119.043666,0,1680,Offer D,Yes,34.58,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,1.4255003605399443,-0.24831296685183654,0,1936.48,7447.13,Churned,Attitude,Attitude of service provider
4614-NUVZD,female,53,No,0,Anaheim,92807,33.848733,-117.788357,0,30,Offer D,Yes,22.86,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,-0.9705310889529017,-0.24831296685183654,0,22.86,103.96,Churned,Competitor,Competitor offered more data
4615-PIVVU,female,33,No,0,Ludlow,92338,34.702766,-116.093376,0,1260,Offer D,Yes,34.76,No,Yes,Cable,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,66.5,0.21286675000842858,-0.24831296685183654,0,1459.92,4222.67,Stayed,Competitor,Competitor offered more data
4616-EWBNJ,female,23,No,0,Los Angeles,90042,34.11572,-118.192754,0,480,Offer D,Yes,47.25,No,No,Cable,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,20.1,-0.8657236059654441,-0.24831296685183654,0,756.0,1074.6,Stayed,Competitor,Competitor offered more data
4616-ULAOA,female,33,Yes,2,Escondido,92029,33.079834,-117.134275,1,1950,Offer B,Yes,45.21,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,2.191256928346201,-0.24831296685183654,0,2938.65,10184.55,Stayed,Competitor,Competitor offered more data
4619-EVPHY,female,65,Yes,0,Lamont,93241,35.245035,-118.905553,2,600,Offer B,Yes,38.85,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.0,-0.18573265634281844,-0.24831296685183654,0,777.0,2636.5,Stayed,Competitor,Competitor offered more data
4622-YNKIJ,male,59,No,0,Norwalk,90650,33.905963,-118.08263,0,990,Offer C,Yes,47.64,No,Yes,Fiber Optic,18.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,0.3297657068226499,-0.24831296685183654,0,1572.12,4599.77,Stayed,Competitor,Competitor offered more data
4623-ZKHLY,male,43,Yes,0,Ontario,91762,34.057256,-117.667677,1,660,Offer D,Yes,20.78,No,No,Fiber Optic,18.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,20.45,-0.7982275869215213,-0.24831296685183654,0,457.16,928.71,Stayed,Competitor,Competitor offered more data
4625-EWPTF,male,55,No,0,Pasadena,91104,34.165383,-118.123752,0,240,Offer E,No,20.78,No,Yes,Cable,4.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,-0.9063889093645776,-0.24831296685183654,0,0.0,226.45,Churned,Competitor,Competitor had better devices
4625-LAMOB,male,36,No,0,Fresno,93705,36.78724,-119.827813,0,1320,Offer E,Yes,1.4,No,No,Cable,4.0,Yes,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,-0.6067057022202301,-0.24831296685183654,0,61.6,967.15,Stayed,Competitor,Competitor had better devices
4625-XMOYM,female,37,Yes,1,Annapolis,95412,38.731055,-123.316553,8,2160,Offer E,Yes,2.57,Yes,No,Cable,4.0,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.25,-0.1290042271300282,-0.24831296685183654,0,185.04,2173.09,Stayed,Competitor,Competitor had better devices
4626-GYCZP,male,60,No,0,Eureka,95503,40.737431,-124.108897,0,210,Offer E,Yes,15.51,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,-0.7258331970937637,-0.24831296685183654,0,108.57,744.17,Churned,Competitor,Competitor had better devices
4626-OZDTJ,female,35,Yes,0,Wildomar,92595,33.617108,-117.253349,10,1530,Offer B,Yes,25.45,Yes,Yes,DSL,4.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,78.65,0.7371689417448433,-0.24831296685183654,0,1297.95,5248.8,Stayed,Competitor,Competitor had better devices
4627-MIHJH,female,72,No,0,Stockton,95210,38.033219,-121.297433,0,2070,Offer B,Yes,23.4,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25,2.289069890890075,-0.24831296685183654,0,1614.6,9082.15,Stayed,Competitor,Competitor had better devices
4628-CTTLA,male,23,No,0,Sanger,93657,36.819628,-119.440414,0,1710,Offer B,No,23.4,Yes,Yes,DSL,59.0,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.3,-0.07454846544307128,-0.24831296685183654,80,0.0,2191.45,Churned,Dissatisfaction,Lack of self-service on Website
4628-WQCQQ,male,37,No,0,Whittier,90603,33.945318,-117.992066,0,1050,Offer B,Yes,25.51,No,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85.15,0.3310675260850203,-0.24831296685183654,0,892.85,3923.45,Churned,Competitor,Competitor had better devices
4629-NRXKX,female,47,Yes,0,El Monte,91731,34.079934,-118.046695,1,60,Offer B,Yes,46.23,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,-0.9413835763157581,-0.24831296685183654,0,92.46,239.61,Churned,Dissatisfaction,Network reliability
4631-OACRM,male,78,No,0,Lake Forest,92630,33.644849,-117.684254,0,450,Offer B,Yes,17.23,No,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,-0.4961393238517774,-0.24831296685183654,0,258.45,1414.55,Churned,Competitor,Competitor offered higher download speeds
4632-PAOYU,male,37,Yes,1,Anaheim,92808,33.850452,-117.726668,1,660,Offer D,Yes,37.4,No,No,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,One Year,No,Credit Card,19.95,-0.815018848932775,-0.24831296685183654,0,822.8,1256.3,Stayed,Competitor,Competitor offered higher download speeds
4632-XJMEX,male,20,No,2,Fresno,93650,36.841655,-119.797113,0,1590,Offer B,Yes,47.81,No,Yes,Cable,59.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,62.85,0.5026870213853248,-0.24831296685183654,0,2533.93,5953.43,Stayed,Competitor,Competitor offered higher download speeds
4633-MKHYU,female,23,No,0,San Diego,92109,32.787836,-117.232376,0,270,Offer E,Yes,35.45,No,Yes,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.4,-0.6583151133165804,-0.24831296685183654,0,319.05,1107.65,Stayed,Competitor,Competitor offered higher download speeds
4634-JLRJT,female,30,No,0,Ontario,91764,34.074087,-117.605618,0,30,Offer E,Yes,29.86,No,No,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,20.35,-0.9973397398644304,-0.24831296685183654,0,29.86,50.21,Joined,Competitor,Competitor offered higher download speeds
4635-EJYPD,male,39,Yes,1,Tomales,94971,38.240769,-122.901041,2,960,Offer E,Yes,35.39,No,No,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,18.95,-0.7353872265955677,-0.24831296685183654,0,1132.48,1746.43,Stayed,Competitor,Competitor offered higher download speeds
4636-JGAAI,male,28,Yes,0,San Jose,95120,37.186141,-121.843554,10,1020,Offer E,Yes,13.97,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,88.85,0.31767423299588626,-0.24831296685183654,0,474.98,3475.23,Stayed,Competitor,Competitor offered higher download speeds
4636-OLWOE,male,20,No,2,Fortuna,95540,40.584991,-124.121504,0,1620,Offer B,Yes,4.16,No,Yes,Cable,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.0,0.4424723643173728,-0.24831296685183654,0,224.64,3507.69,Stayed,Competitor,Competitor offered higher download speeds
4636-QRJKY,female,64,Yes,0,Idyllwild,92549,33.755039,-116.741796,1,180,Offer B,Yes,36.12,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,-0.7844150639004374,-0.24831296685183654,0,216.72,719.57,Churned,Price,Price too high
4636-TVXVG,male,28,Yes,2,Woodacre,94973,38.005839,-122.638155,9,1860,Offer B,Yes,47.96,No,No,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,19.95,-0.45699648704761947,-0.24831296685183654,0,2973.52,4218.32,Stayed,Price,Price too high
4640-UHDOS,female,60,Yes,0,Phelan,92371,34.441123,-117.537886,3,390,Offer D,Yes,19.05,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,-0.6822553489042418,-0.24831296685183654,0,247.65,982.0,Churned,Competitor,Competitor had better devices
4641-FROLU,female,49,Yes,1,La Honda,94020,37.285677,-122.224165,8,900,Offer C,Yes,11.6,No,No,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,19.3,-0.740263532646142,-0.24831296685183654,0,348.0,950.9,Stayed,Competitor,Competitor had better devices
4644-OBGFZ,male,43,Yes,3,San Francisco,94115,37.786031,-122.437301,5,1650,Offer C,Yes,36.23,No,No,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,19.5,-0.5533973066628202,-0.24831296685183654,0,1992.65,3019.0,Stayed,Competitor,Competitor had better devices
4644-PIZRT,male,36,Yes,3,Long Barn,95335,38.109125,-120.078597,5,510,Offer C,Yes,33.24,Yes,Yes,DSL,76.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.35,-0.47603835185144594,-0.24831296685183654,0,565.08,1766.73,Stayed,Competitor,Competitor had better devices
4646-QZXTF,female,38,Yes,0,San Juan Bautista,95045,36.810568,-121.503022,4,210,Offer C,Yes,12.16,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,-0.750325051012938,5.745065965426137,0,85.12,617.86,Stayed,Competitor,Competitor had better devices
4647-MUZON,female,56,Yes,0,Port Hueneme,93041,34.110124,-119.100972,9,540,Offer D,Yes,29.6,No,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.95,-0.2360402481767981,0.602098908674092,0,532.8,2271.58,Stayed,Competitor,Competitor had better devices
4647-XXZAM,female,41,Yes,1,Los Angeles,90037,34.002642,-118.287596,1,180,Offer D,Yes,29.41,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.5,-0.8804628477834696,-0.24831296685183654,0,176.46,461.66,Stayed,Competitor,Competitor had better devices
4648-YPBTM,male,35,No,0,Arcadia,91007,34.128284,-118.047732,0,1590,Offer D,Yes,6.54,Yes,Yes,DSL,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9,0.7404345222673999,-0.24831296685183654,0,346.62,4304.87,Stayed,Competitor,Competitor had better devices
4652-NNHNY,male,32,Yes,0,Fellows,93224,35.215731,-119.57013,1,480,Offer D,Yes,17.96,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,-0.4396094772383317,-0.24831296685183654,0,287.36,1571.56,Churned,Other,Don't know
4652-ODEVH,male,43,Yes,3,Dutch Flat,95714,39.197215,-120.83679,10,1350,Offer D,Yes,47.31,Yes,No,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,24.45,-0.5260811668862996,-0.24831296685183654,0,2128.95,3217.2,Stayed,Other,Don't know
4654-DLAMQ,female,69,Yes,0,Warner Springs,92086,33.323705,-116.626907,9,1920,Offer D,Yes,3.76,No,Yes,Fiber Optic,11.0,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,97.0,1.8316017761997672,-0.24831296685183654,0,240.64,6671.54,Stayed,Other,Don't know
4654-GGUII,female,28,No,0,Smartville,95977,39.176595,-121.291692,0,540,Offer D,No,3.76,No,Yes,DSL,48.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,-5.0,-0.6921403494049535,-0.24831296685183654,90,0.0,801.95,Stayed,Other,Don't know
4654-ULTTN,male,34,Yes,0,Fillmore,93015,34.408161,-118.865111,9,2100,Offer A,Yes,8.28,Yes,Yes,DSL,5.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.8,1.339514095023708,-0.24831296685183654,0,579.6,5895.4,Stayed,Other,Don't know
4656-CAURT,male,57,No,0,Phillipsville,95559,40.184094,-123.745487,0,2070,Offer A,Yes,22.24,Yes,No,DSL,5.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,23.95,-0.2503381953296135,-0.24831296685183654,0,1534.56,3247.66,Stayed,Other,Don't know
4657-FWVFY,female,51,Yes,2,Kings Beach,96143,39.246654,-120.029273,4,1200,Offer A,Yes,29.42,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.35,0.7215250458631365,-0.24831296685183654,0,1176.8,5092.2,Stayed,Other,Don't know
